strategy,exit_type,pnl,entry_idx,exit_idx,entry_price,exit_price
dual_exit,settlement,9.679752094092894,270,,0.5076206011241415,1.0
dual_exit,settlement,9.671648100333886,270,,0.5078295097011429,1.0
dual_exit,settlement,9.72236227773169,270,,0.5065249973291928,1.0
dual_exit,settlement,9.619423988476889,270,,0.5091799029272619,1.0
dual_exit,settlement,9.684408533673839,270,,0.5075006429607113,1.0
dual_exit,settlement,9.723132490352441,270,,0.5065052369418348,1.0
dual_exit,settlement,9.736897606902588,270,,0.5061523422840557,1.0
dual_exit,settlement,9.759816745302377,270,,0.5055658567906074,1.0
dual_exit,settlement,9.731206836978487,270,,0.5062981762348749,1.0
dual_exit,settlement,9.688375948778727,270,,0.5073984800162934,1.0
dual_exit,settlement,9.75592359172001,270,,0.5056653841536334,1.0
dual_exit,settlement,9.694064107736988,270,,0.5072520787875189,1.0
dual_exit,settlement,9.76459428223281,270,,0.5054437739458886,1.0
dual_exit,settlement,9.71469962765066,270,,0.5067216724185055,1.0
dual_exit,settlement,9.764549806603164,270,,0.5054449101825135,1.0
dual_exit,settlement,9.73562891853333,270,,0.5061848469232336,1.0
dual_exit,settlement,9.754534673045384,270,,0.5057009009486819,1.0
dual_exit,settlement,9.717560419016607,270,,0.5066482274255774,1.0
dual_exit,settlement,9.77383716060158,270,,0.5052077532447518,1.0
dual_exit,settlement,9.779617895196981,270,,0.5050602518155572,1.0
dual_exit,settlement,9.771725671457894,270,,0.5052616515608456,1.0
dual_exit,settlement,9.754723562071035,270,,0.505696070471525,1.0
dual_exit,settlement,9.781059920078597,270,,0.5050234704789635,1.0
dual_exit,settlement,9.76603404215696,270,,0.505406994584846,1.0
dual_exit,settlement,9.65495753851356,270,,0.5082603090972413,1.0
dual_exit,settlement,9.760925835658476,270,,0.5055375103815062,1.0
dual_exit,settlement,9.77308114113266,270,,0.5052270502351788,1.0
dual_exit,settlement,9.778688566814715,270,,0.5050839587810556,1.0
dual_exit,settlement,9.769627585729665,270,,0.5053152191308046,1.0
dual_exit,settlement,9.762442521574421,270,,0.5054987516882284,1.0
dual_exit,settlement,9.71171195191856,270,,0.5067983976437319,1.0
dual_exit,settlement,9.552969802099458,270,,0.5109086715561871,1.0
dual_exit,settlement,9.640503642637295,270,,0.5086339689850683,1.0
dual_exit,settlement,9.570822980355786,270,,0.510443078885826,1.0
dual_exit,settlement,9.76435458894576,270,,0.5054498975461835,1.0
dual_exit,settlement,9.764522402812872,270,,0.5054456102806023,1.0
dual_exit,settlement,9.60760702125549,270,,0.5094864590049422,1.0
dual_exit,settlement,9.714091672957984,270,,0.5067372831607546,1.0
dual_exit,settlement,9.711176318198408,270,,0.506812155480909,1.0
dual_exit,settlement,9.605889866138462,270,,0.5095310362081215,1.0
dual_exit,settlement,9.602341018487746,270,,0.509623188720358,1.0
